Character,Hex,Logic,Type,Name,Braille
𒊛,1229B,238,letter,SAGxKAK,⠎⠁⠛⠭⠅⠁⠅
𒊜,1229C,200,letter,SAGxKUR,⠎⠁⠛⠭⠅⠥⠗
𒊝,1229D,195,letter,SAGxLUM,⠎⠁⠛⠭⠇⠥⠍
𒊞,1229E,185,letter,SAGxMI,⠎⠁⠛⠭⠍⠊
𒊟,1229F,199,letter,SAGxNUN,⠎⠁⠛⠭⠝⠥⠝
𒊠,122A0,191,letter,SAGxSAL,⠎⠁⠛⠭⠎⠁⠇
𒊡,122A1,238,letter,SAGxshID,⠎⠁⠛⠭⠩⠊⠙
𒊢,122A2,192,letter,SAGxTAB,⠎⠁⠛⠭⠞⠁⠃
𒊣,122A3,193,letter,SAGxU2,⠎⠁⠛⠭⠥⠆
𒊤,122A4,186,letter,SAGxUB,⠎⠁⠛⠭⠥⠃
𒊥,122A5,196,letter,SAGxUM,⠎⠁⠛⠭⠥⠍
𒊦,122A6,190,letter,SAGxUR,⠎⠁⠛⠭⠥⠗
𒊧,122A7,238,letter,SAGxUsh,⠎⠁⠛⠭⠥⠩
𒊨,122A8,512,letter,SAG/SAG,⠎⠁⠛⠌⠎⠁⠛
𒊩,122A9,883,letter,DUL3,⠙⠥⠇⠒
𒊪,122AA,128,letter,MI2,⠍⠊⠆
𒊫,122AB,238,letter,SALLAGABxAsh2,⠎⠁⠇⠇⠁⠛⠁⠃⠭⠁⠩⠆
𒊬,122AC,541,letter,SANGA2,⠎⠁⠝⠛⠁⠆
𒊭,122AD,566,letter,MU2,⠍⠥⠆
𒊮,122AE,599,letter,shA,⠩⠁
𒊯,122AF,608,letter,shAG4,⠩⠁⠛⠲
𒊰,122B0,600,letter,PEsh4,⠏⠑⠩⠲
𒊱,122B1,603,letter,shA3xBAD,⠩⠁⠒⠭⠃⠁⠙
𒊲,122B2,602,letter,shA3xGIsh,⠩⠁⠒⠭⠛⠊⠩
𒊳,122B3,609,letter,shA3xNE,⠩⠁⠒⠭⠝⠑
𒊴,122B4,601,letter,shA3xshU2,⠩⠁⠒⠭⠩⠥⠆
𒊵,122B5,605,letter,shA3xTUR,⠩⠁⠒⠭⠞⠥⠗
𒊶,122B6,606,letter,shA3xU,⠩⠁⠒⠭⠥
𒊷,122B7,128,letter,BIR6,⠃⠊⠗⠖
𒊸,122B8,238,letter,SAG9,⠎⠁⠛⠔
𒊹,122B9,632,letter,shAB6,⠩⠁⠃⠖
𒊺,122BA,579,letter,TI2,⠞⠊⠆
𒊻,122BB,238,letter,shE,⠩⠑
𒊼,122BC,238,letter,shEHU,⠩⠑⠓⠥
𒊽,122BD,238,letter,shE/shEGAD/GADGAR/GAR,⠩⠑⠌⠩⠑⠛⠁⠙⠌⠛⠁⠙⠛⠜⠌⠛⠜
𒊾,122BE,878,letter,shE/shETAB/TABGAR/GAR,⠩⠑⠌⠩⠑⠞⠁⠃⠌⠞⠁⠃⠛⠜⠌⠛⠜
𒊿,122BF,17,letter,shEG9,⠩⠑⠛⠔
𒋀,122C0,535,letter,SUxA,⠎⠥⠭⠁
𒋁,122C1,821,letter,URI3,⠥⠗⠊⠒
𒋂,122C2,100,letter,shEsh2,⠩⠑⠩⠆
𒋃,122C3,485,letter,shEshLAM,⠩⠑⠩⠇⠁⠍
𒋄,122C4,489,letter,LAG,⠇⠁⠛
𒋅,122C5,487,letter,UMBISAG2,⠥⠍⠃⠊⠎⠁⠛⠆
𒋆,122C6,362,letter,shIDxIM,⠩⠊⠙⠭⠊⠍
𒋇,122C7,372,letter,shIM,⠩⠊⠍
𒋈,122C8,363,letter,shIMxA,⠩⠊⠍⠭⠁
𒋉,122C9,367,letter,shIMxBAL,⠩⠊⠍⠭⠃⠁⠇
𒋊,122CA,366,letter,shIMxBULUG,⠩⠊⠍⠭⠃⠥⠇⠥⠛
𒋋,122CB,373,letter,shIMxDIN,⠩⠊⠍⠭⠙⠊⠝
𒋌,122CC,371,letter,shIMxGAR,⠩⠊⠍⠭⠛⠜
𒋍,122CD,368,letter,shIMxIGI,⠩⠊⠍⠭⠊⠛⠊
𒋎,122CE,375,letter,shIMxIGIgunu,⠩⠊⠍⠭⠊⠛⠊⠛⠥⠝⠥
𒋏,122CF,369,letter,shIMxKUshU2,⠩⠊⠍⠭⠅⠥⠩⠥⠆
𒋐,122D0,365,letter,shIMxLUL,⠩⠊⠍⠭⠇⠥⠇
𒋑,122D1,374,letter,shIMxMUG,⠩⠊⠍⠭⠍⠥⠛
𒋒,122D2,238,letter,shIMxSAL,⠩⠊⠍⠭⠎⠁⠇
𒋓,122D3,115,letter,shINIG,⠩⠊⠝⠊⠛
𒋔,122D4,116,letter,shIR,⠩⠊⠗
𒋕,122D5,128,letter,shIRtenu,⠩⠊⠗⠞⠑⠝⠥
𒋖,122D6,388,letter,shIR/shIRBUR/BUR,⠩⠊⠗⠌⠩⠊⠗⠃⠥⠗⠌⠃⠥⠗
𒋗,122D7,567,letter,GA2,⠛⠁⠆
𒋘,122D8,238,letter,shU,⠩⠥
𒋙,122D9,869,letter,shU/shU,⠩⠥⠌⠩⠥
𒋚,122DA,22,letter,shU2,⠩⠥⠆
𒋛,122DB,181,letter,shUBUR,⠩⠥⠃⠥⠗
𒋜,122DC,182,letter,MA,⠍⠁
𒋝,122DD,881,letter,SU4,⠎⠥⠲
𒋞,122DE,905,letter,SIG,⠎⠊⠛
𒋟,122DF,907,letter,MURGU,⠍⠥⠗⠛⠥
𒋠,122E0,816,letter,SIG4/SIG4shU2,⠎⠊⠛⠲⠌⠎⠊⠛⠲⠩⠥⠆
𒋡,122E1,99,letter,SIG2,⠎⠊⠛⠆
𒋢,122E2,16,letter,SILA3,⠎⠊⠇⠁⠒
𒋣,122E3,238,letter,KUsh,⠅⠥⠩
𒋤,122E4,584,letter,SU/SU,⠎⠥⠌⠎⠥
𒋥,122E5,139,letter,BUgunu,⠃⠥⠛⠥⠝⠥
𒋦,122E6,646,letter,SUD2,⠎⠥⠙⠆
𒋧,122E7,292,letter,SUHUR,⠎⠥⠓⠥⠗
𒋨,122E8,323,letter,shUM2,⠩⠥⠍⠆
𒋩,122E9,151,letter,SUMAsh,⠎⠥⠍⠁⠩
𒋪,122EA,205,letter,SUR,⠎⠥⠗
𒋫,122EB,248,letter,SUR9,⠎⠥⠗⠔
𒋬,122EC,248v,letter,TA,⠞⠁
𒋭,122ED,250,letter,TA,⠞⠁
𒋮,122EE,251,letter,LAL3,⠇⠁⠇⠒
𒋯,122EF,128,letter,TAxMI,⠞⠁⠭⠍⠊
𒋰,122F0,209,letter,TAgunu,⠞⠁⠛⠥⠝⠥
𒋱,122F1,128,letter,TAB,⠞⠁⠃
𒋲,122F2,238,letter,TAB/TABNI/NIDIsh/DIsh,⠞⠁⠃⠌⠞⠁⠃⠝⠊⠌⠝⠊⠙⠊⠩⠌⠙⠊⠩
𒋳,122F3,221,letter,TABSquared,⠞⠁⠃⠎⠟⠥⠜⠑⠙
𒋴,122F4,238,letter,TAG,⠞⠁⠛
𒋵,122F5,238,letter,TAGxBI,⠞⠁⠛⠭⠃⠊
𒋶,122F6,238,letter,TAGxGUD,⠞⠁⠛⠭⠛⠥⠙
𒋷,122F7,238,letter,TAGxshE,⠞⠁⠛⠭⠩⠑
𒋸,122F8,238,letter,TAGxshU,⠞⠁⠛⠭⠩⠥
𒋹,122F9,238,letter,TAGxTUG2,⠞⠁⠛⠭⠞⠥⠛⠆
𒋺,122FA,106,letter,TAGxUD,⠞⠁⠛⠭⠥⠙
𒋻,122FB,9,letter,KID2,⠅⠊⠙⠆
𒋼,122FC,589,letter,TAR,⠞⠜
𒋽,122FD,88,letter,GAL5,⠛⠁⠇⠢
𒋾,122FE,118,letter,URU5,⠥⠗⠥⠢
𒋿,122FF,238,letter,DI,⠙⠊
𒌀,12300,114,letter,TItenu,⠞⠊⠞⠑⠝⠥
𒌁,12301,587,letter,TIL,⠞⠊⠇
𒌂,12302,238,letter,TIR,⠞⠊⠗
𒌃,12303,587v,letter,TIRxTAK4,⠞⠊⠗⠭⠞⠁⠅⠲
𒌄,12304,588,letter,NINNI5,⠝⠊⠝⠝⠊⠢
𒌅,12305,86,letter,TIR/TIRGAD/GADGAR/GAR,⠞⠊⠗⠌⠞⠊⠗⠛⠁⠙⠌⠛⠁⠙⠛⠜⠌⠛⠜
𒌆,12306,809,letter,DU2,⠙⠥⠆
𒌇,12307,827,letter,NAM2,⠝⠁⠍⠆
𒌈,12308,354,letter,DU12,⠙⠥⠂⠆
𒌉,12309,255,letter,DU4,⠙⠥⠲
𒌊,1230A,238,letter,DU13,⠙⠥⠂⠒
𒌋,1230B,661,letter,TUR/TURZA/ZA,⠞⠥⠗⠌⠞⠥⠗⠵⠁⠌⠵⠁
𒌌,1230C,128,letter,BUR3,⠃⠥⠗⠒
𒌍,1230D,711,letter,UL,⠥⠇
𒌎,1230E,238,letter,Esh,⠑⠩
𒌏,1230F,238,letter,U/UPA/PAGAR/GAR,⠥⠌⠥⠏⠁⠌⠏⠁⠛⠜⠌⠛⠜
𒌐,12310,713,letter,U/USUR/SUR,⠥⠌⠥⠎⠥⠗⠌⠎⠥⠗
𒌑,12311,490,letter,MAshGI,⠍⠁⠩⠛⠊
𒌒,12312,504,letter,U2,⠥⠆
𒌓,12313,596,letter,AR2,⠜⠆
𒌔,12314,611,letter,BABBAR,⠃⠁⠃⠃⠜
𒌕,12315,238,letter,UH2,⠥⠓⠆
𒌖,12316,597,letter,UDxBAD,⠥⠙⠭⠃⠁⠙
𒌗,12317,238,letter,ITIMA2,⠊⠞⠊⠍⠁⠆
𒌘,12318,128,letter,DU16,⠙⠥⠂⠖
𒌙,12319,542,letter,UDxU+U+Ugunu,⠥⠙⠭⠥⠬⠥⠬⠥⠛⠥⠝⠥
𒌚,1231A,20,letter,UDgunu,⠥⠙⠛⠥⠝⠥
𒌛,1231B,238,letter,ITI,⠊⠞⠊
𒌜,1231C,833,letter,UDsheshigxBAD,⠥⠙⠩⠑⠩⠊⠛⠭⠃⠁⠙
𒌝,1231D,238,letter,UDUG,⠥⠙⠥⠛
𒌞,1231E,238,letter,UM,⠥⠍
𒌟,1231F,241,letter,UMxLAGAB,⠥⠍⠭⠇⠁⠛⠁⠃
𒌠,12320,128,letter,UMxME+DA,⠥⠍⠭⠍⠑⠬⠙⠁
𒌡,12321,239,letter,UMxshA3,⠥⠍⠭⠩⠁⠒
𒌢,12322,238,letter,UMxU,⠥⠍⠭⠥
𒌣,12323,238,letter,UMBIN,⠥⠍⠃⠊⠝
𒌤,12324,238,letter,DU19,⠙⠥⠂⠔
𒌥,12325,238,letter,DE2,⠙⠑⠆
𒌦,12326,501,letter,UMUMxPA,⠥⠍⠥⠍⠭⠏⠁
𒌧,12327,238,letter,KALAM,⠅⠁⠇⠁⠍
𒌨,12328,828,letter,UNgunu,⠥⠝⠛⠥⠝⠥
𒌩,12329,828v,letter,HUL,⠓⠥⠇
𒌪,1232A,829,letter,URcrossingUR,⠥⠗⠉⠗⠕⠎⠎⠊⠝⠛⠥⠗
𒌫,1232B,341,letter,URsheshig,⠥⠗⠩⠑⠩⠊⠛
𒌬,1232C,346,letter,UR2,⠥⠗⠆
𒌭,1232D,238,letter,UR2xA+HA,⠥⠗⠆⠭⠁⠬⠓⠁
𒌮,1232E,343,letter,UR2xA+NA,⠥⠗⠆⠭⠁⠬⠝⠁
𒌯,1232F,347,letter,UR2xAL,⠥⠗⠆⠭⠁⠇
𒌰,12330,342,letter,UR2xHA,⠥⠗⠆⠭⠓⠁
𒌱,12331,344,letter,UR2xNUN,⠥⠗⠆⠭⠝⠥⠝
𒌲,12332,345,letter,UR2xU2,⠥⠗⠆⠭⠥⠆
𒌳,12333,238,letter,UR2xU2+Ash,⠥⠗⠆⠭⠥⠆⠬⠁⠩
𒌴,12334,835,letter,UR2xU2+BI,⠥⠗⠆⠭⠥⠆⠬⠃⠊
𒌵,12335,574,letter,UR4,⠥⠗⠲
𒌶,12336,128,letter,BUR/BUR,⠃⠥⠗⠌⠃⠥⠗
𒌷,12337,71,letter,URI3,⠥⠗⠊⠒
𒌸,12338,81,letter,RI2,⠗⠊⠆
𒌹,12339,238,letter,URUxA,⠥⠗⠥⠭⠁
𒌺,1233A,73,letter,URUxAshGAB,⠥⠗⠥⠭⠁⠩⠛⠁⠃
𒌻,1233B,238,letter,UKKIN,⠥⠅⠅⠊⠝
𒌼,1233C,76,letter,URUxDUN,⠥⠗⠥⠭⠙⠥⠝
𒌽,1233D,238,letter,URUxGA,⠥⠗⠥⠭⠛⠁
𒌾,1233E,74,letter,URUxGAL,⠥⠗⠥⠭⠛⠁⠇
𒌿,1233F,83,letter,URUxGAN2tenu,⠥⠗⠥⠭⠛⠁⠝⠆⠞⠑⠝⠥
𒍀,12340,84,letter,URUxGAR,⠥⠗⠥⠭⠛⠜
𒍁,12341,82,letter,URUxGU,⠥⠗⠥⠭⠛⠥
𒍂,12342,79,letter,URUxHA,⠥⠗⠥⠭⠓⠁
𒍃,12343,238,letter,URUxIGI,⠥⠗⠥⠭⠊⠛⠊
𒍄,12344,238,letter,URUxIM,⠥⠗⠥⠭⠊⠍
𒍅,12345,238,letter,URUxIsh,⠥⠗⠥⠭⠊⠩
𒍆,12346,238,letter,URUxKI,⠥⠗⠥⠭⠅⠊
𒍇,12347,80,letter,URUxLUM,⠥⠗⠥⠭⠇⠥⠍
𒍈,12348,238,letter,ULU3,⠥⠇⠥⠒
𒍉,12349,238,letter,URUxPA,⠥⠗⠥⠭⠏⠁
𒍊,1234A,238,letter,URUxshE,⠥⠗⠥⠭⠩⠑
𒍋,1234B,72,letter,URUxSIG4,⠥⠗⠥⠭⠎⠊⠛⠲
𒍌,1234C,128,letter,URUxTU,⠥⠗⠥⠭⠞⠥
𒍍,1234D,77,letter,URUxU+GUD,⠥⠗⠥⠭⠥⠬⠛⠥⠙
𒍎,1234E,75,letter,URUxUD,⠥⠗⠥⠭⠥⠙
𒍏,1234F,230,letter,BANshUR,⠃⠁⠝⠩⠥⠗
𒍐,12350,230,letter,URUDU,⠥⠗⠥⠙⠥
𒍑,12351,381,letter,URUDAxU,⠥⠗⠥⠙⠁⠭⠥
𒍒,12352,384,letter,NITA,⠝⠊⠞⠁
𒍓,12353,383,letter,UshxA,⠥⠩⠭⠁
𒍔,12354,238,letter,UshxKU,⠥⠩⠭⠅⠥
𒍕,12355,382,letter,UshxKUR,⠥⠩⠭⠅⠥⠗
𒍖,12356,583,letter,UshxTAK4,⠥⠩⠭⠞⠁⠅⠲
𒍗,12357,128,letter,Z,⠵
𒍘,12358,238,letter,MuTU,⠍⠥⠞⠥
𒍙,12359,238,letter,UshUMX,⠥⠩⠥⠍⠭
𒍚,1235A,203,letter,UTUKI,⠥⠞⠥⠅⠊
𒍛,1235B,204,letter,UZ3,⠥⠵⠒
𒍜,1235C,311,letter,UZ3xKASKAL,⠥⠵⠒⠭⠅⠁⠎⠅⠁⠇
𒍝,1235D,851,letter,UZU,⠥⠵⠥
𒍞,1235E,854,letter,ZA,⠵⠁
𒍟,1235F,855,letter,AS4,⠁⠎⠲
𒍠,12360,540,letter,ZAsquaredxKUR,⠵⠁⠎⠟⠥⠜⠑⠙⠭⠅⠥⠗
𒍡,12361,238,letter,ZA3,⠵⠁⠒
𒍢,12362,259,letter,ZAMX,⠵⠁⠍⠭
𒍣,12363,140,letter,ZI2,⠵⠊⠆
𒍤,12364,101,letter,ZE1,⠵⠑⠂
𒍥,12365,238,letter,ZI/ZI,⠵⠊⠌⠵⠊
𒍦,12366,628,letter,ZI3,⠵⠊⠒
𒍧,12367,238,letter,ZIB,⠵⠊⠃
𒍨,12368,336,letter,ZIBKABAtenu,⠵⠊⠃⠅⠁⠃⠁⠞⠑⠝⠥
𒍩,12369,238,letter,ZIK,⠵⠊⠅
𒍪,1236A,15,letter,ZIZ2,⠵⠊⠵⠆
𒍫,1236B,238,letter,SU,⠎⠥
𒍬,1236C,238,letter,ZU5,⠵⠥⠢
𒍭,1236D,648,letter,ZU5xA,⠵⠥⠢⠭⠁
𒍮,1236E,884,letter,ZUBUR,⠵⠥⠃⠥⠗
𒍯,1236F,238,letter,ZUM,⠵⠥⠍
𒍰,12370,238,letter,KAPELAMITE,⠅⠁⠏⠑⠇⠁⠍⠊⠞⠑
𒍱,12371,238,letter,ABxNUN,⠁⠃⠭⠝⠥⠝
𒍲,12372,238,letter,AB2xA,⠁⠃⠆⠭⠁
𒍳,12373,238,letter,AMARxKUG,⠁⠍⠜⠭⠅⠥⠛
𒍴,12374,238,letter,DAGKISIM5xU2+MAsh,⠙⠁⠛⠅⠊⠎⠊⠍⠢⠭⠥⠆⠬⠍⠁⠩
𒍵,12375,238,letter,DAG3,⠙⠁⠛⠒
𒍶,12376,238,letter,DIsh+shU,⠙⠊⠩⠬⠩⠥
𒍷,12377,238,letter,DUBxshE,⠙⠥⠃⠭⠩⠑
𒍸,12378,238,letter,EZENxGUD,⠑⠵⠑⠝⠭⠛⠥⠙
𒍹,12379,238,letter,EZENxshE,⠑⠵⠑⠝⠭⠩⠑
𒍺,1237A,238,letter,GA2xAN+KAK+A,⠛⠁⠆⠭⠁⠝⠬⠅⠁⠅⠬⠁
𒍻,1237B,238,letter,GA2xAsh2,⠛⠁⠆⠭⠁⠩⠆
𒍼,1237C,238,letter,GE22,⠛⠑⠆⠆
𒍽,1237D,238,letter,GIG,⠛⠊⠛
𒍾,1237E,238,letter,HUsh,⠓⠥⠩
𒍿,1237F,238,letter,KAxANshE,⠅⠁⠭⠁⠝⠩⠑
𒎀,12380,238,letter,KAxAsh3,⠅⠁⠭⠁⠩⠒
𒎁,12381,238,letter,KAxGIsh,⠅⠁⠭⠛⠊⠩
𒎂,12382,238,letter,KAxGUD,⠅⠁⠭⠛⠥⠙
𒎃,12383,238,letter,KAxHIxAsh2,⠅⠁⠭⠓⠊⠭⠁⠩⠆
𒎄,12384,238,letter,KAxLUM,⠅⠁⠭⠇⠥⠍
𒎅,12385,238,letter,KAxPA,⠅⠁⠭⠏⠁
𒎆,12386,238,letter,KAxshUL,⠅⠁⠭⠩⠥⠇
𒎇,12387,238,letter,KAxTU,⠅⠁⠭⠞⠥
𒎈,12388,238,letter,KAxUR2,⠅⠁⠭⠥⠗⠆
𒎉,12389,238,letter,LAGABxGI,⠇⠁⠛⠁⠃⠭⠛⠊
𒎊,1238A,238,letter,LU2shEshIGxBAD,⠇⠥⠆⠩⠑⠩⠊⠛⠭⠃⠁⠙
𒎋,1238B,238,letter,LU2xEsh2+LAL,⠇⠥⠆⠭⠑⠩⠆⠬⠇⠁⠇
𒎌,1238C,238,letter,LU2xshU,⠇⠥⠆⠭⠩⠥
𒎍,1238D,238,letter,MEsh,⠍⠑⠩
𒎎,1238E,238,letter,MUsh3xZA,⠍⠥⠩⠒⠭⠵⠁
𒎏,1238F,238,letter,NA4,⠝⠁⠲
𒎐,12390,238,letter,NIN,⠝⠊⠝
𒎑,12391,238,letter,NIN9,⠝⠊⠝⠔
𒎒,12392,238,letter,NINDA2xBAL,⠝⠊⠝⠙⠁⠆⠭⠃⠁⠇
𒎓,12393,238,letter,NINDA2xGI,⠝⠊⠝⠙⠁⠆⠭⠛⠊
𒎔,12394,238,letter,NU11rotated90^,⠝⠥⠂⠂⠗⠕⠞⠁⠞⠑⠙⠔⠴⠘
𒎕,12395,238,letter,PEsh2,⠏⠑⠩⠆
𒎖,12396,238,letter,PIR2,⠏⠊⠗⠆
𒎗,12397,238,letter,SAGxIGIgunu,⠎⠁⠛⠭⠊⠛⠊⠛⠥⠝⠥
𒎘,12398,238,letter,TI2,⠞⠊⠆
𒎙,12399,20,letter,UMxME,⠥⠍⠭⠍⠑
